,月内平均値,月内中央値,月内最大値,月内最小値,会員期間,cluster
2121,3.666666667,3.5,5,3,12,2
2122,2.0,2.0,3,1,11,2
2123,2.2,2.0,3,1,11,2
2124,2.6,3.0,4,1,11,2
2125,2.6,3.0,4,1,11,2
2126,3.8,4.0,5,2,11,2
2127,6.5,6.0,11,3,19,3
2128,6.083333333,6.5,9,2,19,3
2129,6.166666667,6.0,9,4,19,3
2130,3.75,4.0,5,2,9,2
2131,2.8,2.0,5,1,10,2
2132,3.25,3.0,6,1,9,2
2133,3.5,3.5,5,2,9,2
2134,3.428571429,4.0,5,1,12,2
2135,3.714285714,4.0,6,1,12,2
2136,3.428571429,4.0,5,1,12,2
2137,3.428571429,3.0,5,2,12,2
2138,2.285714286,2.0,4,1,12,2
2139,2.2,2.0,4,1,10,2
2140,6.583333333,6.5,9,4,18,3
2141,5.75,5.5,11,3,18,3
2142,3.5,4.0,5,1,9,2
2143,2.5,3.0,3,1,9,2
2144,6.5,6.0,9,3,18,3
2145,2.25,2.5,3,1,9,2
2146,6.166666667,6.0,9,3,18,3
2147,3.2,3.0,6,2,10,2
2148,6.583333333,7.0,10,4,18,3
2149,6.583333333,6.5,10,4,18,3
2150,5.916666667,6.5,8,2,18,3
2151,6.916666667,7.0,9,4,18,3
2152,3.333333333,4.0,4,2,11,2
2153,3.166666667,4.0,4,1,11,2
2154,5.666666667,5.5,8,4,18,3
2155,6.416666667,6.0,10,4,18,3
2156,6.666666667,6.5,10,4,18,3
2157,6.833333333,6.5,9,5,18,3
2158,1.833333333,1.0,4,1,11,2
2159,3.0,3.0,4,2,9,2
2160,1.8,2.0,3,1,10,2
2161,6.416666667,7.0,9,3,18,3
2162,5.916666667,6.5,9,1,18,3
2163,6.583333333,6.5,9,4,18,3
2164,6.166666667,6.0,11,3,18,3
2165,6.416666667,6.0,9,4,18,3
2166,6.25,6.0,10,3,18,3
2167,7.0,7.5,8,5,18,0
2168,6.5,6.5,9,4,18,3
2169,6.083333333,6.0,8,4,18,3
2170,6.666666667,7.0,9,4,18,3
2171,6.583333333,6.5,10,3,18,3
2172,6.5,6.5,9,4,18,3
2173,6.416666667,5.0,12,4,18,3
2174,6.0,6.5,7,2,18,3
2175,5.916666667,6.0,9,3,18,3
2176,6.25,6.5,9,3,18,3
2177,7.333333333,8.0,10,4,18,0
2178,5.25,5.0,8,2,18,3
2179,6.75,6.5,11,5,18,0
2180,6.5,6.5,11,4,18,3
2181,6.166666667,5.5,10,3,18,3
2182,5.833333333,6.5,9,2,18,3
2183,6.75,7.0,9,4,18,3
2184,6.333333333,6.5,8,4,18,3
2185,6.083333333,6.0,9,4,18,3
2186,6.083333333,6.0,8,3,18,3
2187,6.416666667,6.0,11,3,18,3
2188,6.416666667,6.5,10,3,18,3
2189,6.083333333,6.5,8,4,18,3
2190,6.083333333,6.0,9,3,18,3
2191,3.666666667,4.0,5,2,8,2
2192,4.0,4.0,4,4,8,2
2193,2.666666667,2.0,5,1,8,2
2194,4.0,4.0,6,2,8,2
2195,2.333333333,2.0,3,2,8,2
2196,6.5,6.0,10,5,18,3
2197,6.916666667,7.0,10,5,18,0
2198,5.916666667,6.0,9,2,18,3
2199,7.083333333,7.0,9,4,18,3
2200,4.5,4.5,6,3,7,2
2201,2.0,2.0,2,2,7,2
2202,6.166666667,6.0,9,3,18,3
2203,3.5,3.5,4,3,7,2
2204,2.5,2.5,4,1,7,2
2205,6.333333333,6.0,9,3,18,3
2206,6.416666667,6.5,10,2,18,3
2207,6.333333333,6.0,11,3,18,3
2208,6.666666667,6.5,9,5,18,3
2209,2.0,2.0,2,2,6,2
2210,1.0,1.0,1,1,6,2
2211,2.0,2.0,2,2,6,2
2212,2.0,2.0,2,2,6,2
2213,2.0,2.0,2,2,6,2
2214,2.0,2.0,2,2,6,2
2215,3.0,3.0,4,2,7,2
2216,6.166666667,6.0,11,2,18,3
2217,2.666666667,3.0,3,2,8,2
2218,6.166666667,7.0,9,3,18,3
2219,3.8,3.5,7,1,15,2
2220,4.181818182,4.0,7,3,16,3
2221,4.1,4.5,8,1,15,3
2222,6.583333333,6.5,9,4,18,3
2223,3.6,3.0,6,1,15,2
2224,6.666666667,7.0,9,1,18,3
2225,4.181818182,4.0,6,2,16,2
2226,4.222222222,4.0,6,2,14,2
2227,7.333333333,7.5,10,5,18,0
2228,3.727272727,4.0,7,1,15,2
2229,3.333333333,3.0,5,2,7,2
2230,6.583333333,7.0,10,4,17,3
2231,3.0,3.0,5,2,10,2
2232,3.0,3.0,4,2,7,2
2233,2.4,3.0,3,1,9,2
2234,3.0,3.0,4,2,10,2
2235,1.666666667,1.0,3,1,7,2
2236,4.166666667,4.0,7,1,16,2
2237,3.333333333,3.0,4,3,7,2
2238,2.333333333,2.0,4,1,7,2
2239,2.75,2.5,4,2,8,2
2240,2.5,2.5,3,2,8,2
2241,3.25,3.0,5,2,8,2
2242,6.333333333,7.0,9,4,17,3
2243,3.75,4.0,6,1,8,2
2244,5.916666667,6.0,8,4,17,3
2245,7.166666667,7.0,10,5,17,0
2246,2.0,2.0,3,1,8,2
2247,2.75,3.0,4,1,8,2
2248,6.0,6.0,9,3,17,3
2249,5.166666667,5.5,7,2,17,3
2250,4.636363636,5.0,6,1,15,2
2251,2.2,2.0,4,1,9,2
2252,6.333333333,6.5,8,3,17,3
2253,7.666666667,7.5,12,5,17,0
2254,7.0,7.0,9,4,17,3
2255,7.333333333,8.0,9,4,17,0
2256,7.083333333,7.0,10,5,17,0
2257,7.333333333,7.5,10,3,17,3
2258,6.916666667,6.5,10,5,17,0
2259,7.083333333,7.0,9,5,17,0
2260,6.25,7.0,9,3,17,3
2261,6.0,5.5,10,4,17,3
2262,6.25,6.0,9,4,17,3
2263,6.666666667,7.0,8,5,17,3
2264,6.0,5.5,10,4,17,3
2265,6.833333333,6.5,11,4,17,3
2266,5.75,5.5,9,3,17,3
2267,6.583333333,7.0,9,3,17,3
2268,4.181818182,4.0,7,1,15,2
2269,6.833333333,7.0,10,4,17,3
2270,5.833333333,6.0,8,4,17,3
2271,6.583333333,7.0,9,3,17,3
2272,3.4,3.0,6,1,9,2
2273,6.833333333,7.0,11,4,17,0
2274,2.0,2.0,4,1,9,2
2275,3.0,4.0,4,1,9,2
2276,6.0,6.5,9,3,17,3
2277,4.3,4.5,8,1,14,3
2278,6.916666667,7.0,9,4,17,3
2279,1.8,1.0,3,1,9,2
2280,6.5,7.0,9,4,17,3
2281,4.454545455,4.0,8,2,15,3
2282,6.583333333,6.5,9,4,17,3
2283,5.833333333,6.0,9,1,17,3
2284,6.083333333,5.5,9,2,17,3
2285,6.083333333,6.5,8,3,17,3
2286,6.666666667,6.5,10,4,17,3
2287,7.333333333,7.0,10,6,17,0
2288,6.25,6.5,9,1,17,3
2289,7.0,7.0,10,4,17,3
2290,6.833333333,7.0,10,5,17,0
2291,6.25,6.0,9,5,17,3
2292,6.583333333,6.5,9,5,17,3
2293,3.625,3.0,9,1,12,3
2294,4.125,3.5,7,3,12,2
2295,4.125,3.5,7,3,12,2
2296,6.333333333,6.0,10,1,17,3
2297,6.083333333,6.0,8,5,17,3
2298,6.5,7.0,10,3,17,3
2299,3.75,4.0,6,2,12,2
2300,7.0,7.0,9,4,17,3
2301,2.0,2.0,3,1,6,2
2302,3.5,3.5,4,3,6,2
2303,5.75,5.5,9,3,17,3
2304,6.166666667,6.5,9,3,17,3
2305,1.0,1.0,1,1,6,2
2306,2.0,2.0,2,2,6,2
2307,4.166666667,4.5,7,1,16,3
2308,3.5,3.5,4,3,6,2
2309,1.5,1.5,2,1,6,2
2310,6.75,6.0,9,4,17,3
2311,6.083333333,6.5,9,1,17,3
2312,7.166666667,7.5,11,4,17,0
2313,3.5,3.5,6,1,12,2
2314,6.583333333,6.0,10,3,17,3
2315,5.916666667,5.5,9,3,17,3
2316,5.833333333,6.0,8,3,17,3
2317,2.714285714,3.0,4,1,11,2
2318,5.583333333,6.0,9,2,17,3
2319,6.833333333,6.5,10,3,17,3
2320,2.0,2.0,2,2,5,2
2321,2.0,2.0,2,2,5,2
2322,3.285714286,3.0,5,2,11,2
2323,6.0,6.0,9,3,17,3
2324,5.75,6.0,9,2,17,3
2325,4.090909091,4.0,6,1,15,2
2326,2.0,2.0,2,2,5,2
2327,5.833333333,6.0,8,3,17,3
2328,6.833333333,7.0,9,4,17,3
2329,6.75,7.0,10,3,17,3
2330,3.0,3.0,3,3,5,2
2331,4.0,3.0,10,1,15,3
2332,6.083333333,6.0,8,3,17,3
2333,7.0,7.0,9,5,17,0
2334,6.333333333,6.5,11,2,17,3
2335,1.0,1.0,1,1,5,2
2336,2.5,2.5,4,1,5,2
2337,3.0,3.0,4,2,7,2
2338,6.666666667,7.0,10,4,16,3
2339,6.583333333,7.0,10,3,16,3
2340,7.166666667,8.0,9,4,16,0
2341,3.0,3.0,4,2,7,2
2342,4.0,4.0,6,2,7,2
2343,6.25,5.5,11,3,16,3
2344,7.333333333,7.0,11,4,16,0
2345,3.0,2.5,5,2,7,2
2346,7.083333333,7.0,9,5,16,0
2347,2.75,2.5,5,1,7,2
2348,1.0,1.0,1,1,5,2
2349,3.0,2.5,6,1,7,2
2350,6.666666667,6.5,10,1,16,3
2351,6.833333333,6.5,9,5,16,0
2352,2.0,2.0,3,1,5,2
2353,3.25,3.0,6,1,7,2
2354,7.083333333,7.0,10,3,16,3
2355,3.5,4.0,5,1,7,2
2356,6.666666667,7.0,9,4,16,3
2357,6.5,7.0,9,2,16,3
2358,3.5,3.5,5,2,7,2
2359,2.0,2.0,2,2,4,2
2360,3.0,3.0,4,2,7,2
2361,3.0,2.0,5,2,6,2
2362,2.333333333,2.0,3,2,6,2
2363,2.333333333,2.0,3,2,6,2
2364,3.0,3.0,4,2,6,2
2365,3.333333333,3.0,5,2,6,2
2366,3.666666667,4.0,4,3,6,2
2367,7.0,7.0,10,3,16,3
2368,2.0,2.0,3,1,6,2
2369,6.166666667,6.0,9,5,16,3
2370,6.333333333,7.0,10,2,16,3
2371,7.0,7.0,10,4,16,3
2372,3.181818182,3.0,6,1,14,2
2373,6.916666667,7.5,10,3,16,3
2374,6.75,7.0,9,5,16,0
2375,6.416666667,6.0,10,4,16,3
2376,6.833333333,7.0,11,4,16,0
2377,7.25,7.5,10,4,16,0
2378,6.166666667,6.0,9,2,16,3
2379,2.0,2.0,3,1,5,2
2380,3.0,3.0,4,2,5,2
2381,6.666666667,6.5,11,4,16,3
2382,6.5,6.0,11,4,16,3
2383,6.666666667,7.0,10,4,16,3
2384,6.916666667,7.0,11,3,16,3
2385,2.5,2.5,3,2,5,2
2386,4.333333333,5.0,6,2,6,2
2387,3.25,2.5,6,2,7,2
2388,3.333333333,4.0,4,2,6,2
2389,1.0,1.0,1,1,6,2
2390,2.5,2.5,4,1,7,2
2391,2.5,2.5,3,2,5,2
2392,2.0,2.0,2,2,5,2
2393,1.5,1.5,2,1,5,2
2394,3.0,3.0,3,3,4,2
2395,1.0,1.0,1,1,4,2
2396,4.0,4.0,4,4,4,2
2397,2.0,2.0,2,2,4,2
2398,3.8,3.5,6,1,13,2
2399,2.0,2.0,2,2,4,2
2400,4.0,3.5,7,2,13,2
2401,6.333333333,5.0,10,4,16,3
2402,1.0,1.0,1,1,4,2
2403,1.0,1.0,1,1,4,2
2404,3.0,3.0,3,3,4,2
2405,2.0,2.0,3,1,5,2
2406,3.0,3.0,3,3,4,2
2407,1.0,1.0,1,1,4,2
2408,7.75,7.5,12,4,16,0
2409,1.0,1.0,1,1,4,2
2410,2.0,2.0,3,1,6,2
2411,7.416666667,7.0,12,4,16,0
2412,3.333333333,3.0,4,3,6,2
2413,2.333333333,2.0,4,1,6,2
2414,3.0,3.0,5,1,6,2
2415,2.333333333,2.0,3,2,6,2
2416,6.25,6.0,10,5,16,3
2417,1.0,1.0,1,1,5,2
2418,3.444444444,3.0,7,2,12,2
2419,2.0,2.0,3,1,5,2
2420,4.888888889,5.0,7,2,12,3
2421,2.857142857,3.0,4,1,10,2
2422,4.142857143,4.0,8,1,10,3
2423,3.714285714,4.0,5,2,10,2
2424,2.857142857,3.0,5,1,10,2
2425,3.857142857,3.0,8,1,10,2
2426,6.25,6.0,9,3,16,3
2427,3.444444444,3.0,8,1,12,2
2428,6.833333333,6.5,9,5,16,0
2429,4.444444444,5.0,7,2,12,3
2430,4.222222222,4.0,8,1,12,3
2431,7.083333333,7.0,9,4,16,3
2432,6.333333333,6.0,9,4,16,3
2433,7.0,7.0,10,4,16,3
2434,6.583333333,6.0,10,3,16,3
2435,6.833333333,7.0,10,3,16,3
2436,6.666666667,7.0,8,4,16,3
2437,2.6,3.0,4,1,8,2
2438,3.0,3.0,4,2,8,2
2439,3.777777778,4.0,6,1,12,2
2440,6.833333333,7.0,9,2,16,3
2441,7.416666667,7.5,9,4,16,0
2442,6.583333333,6.5,9,5,16,3
2443,3.333333333,3.0,8,1,12,2
2444,6.5,6.5,10,4,16,3
2445,4.444444444,5.0,7,1,12,3
2446,4.777777778,5.0,7,2,12,3
2447,7.416666667,7.0,10,4,16,0
2448,4.333333333,5.0,8,1,12,3
2449,3.666666667,4.0,5,2,9,2
2450,2.833333333,3.0,5,1,9,2
2451,2.833333333,3.0,5,1,9,2
2452,3.666666667,4.0,5,2,9,2
2453,2.333333333,2.5,4,1,9,2
2454,3.666666667,3.5,6,1,9,2
2455,2.833333333,2.5,5,2,9,2
2456,2.5,2.5,4,1,9,2
2457,6.416666667,7.0,10,3,16,3
2458,6.5,7.0,9,2,16,3
2459,3.555555556,4.0,5,1,12,2
2460,3.666666667,3.0,9,1,12,3
2461,7.166666667,7.5,10,5,16,0
2462,7.166666667,7.0,10,4,16,0
2463,6.5,6.5,9,3,16,3
2464,2.6,3.0,3,2,8,2
2465,2.4,2.0,4,1,8,2
2466,5.916666667,6.0,10,3,16,3
2467,2.6,2.0,5,1,8,2
2468,3.375,3.0,7,1,11,2
2469,5.833333333,6.0,7,3,16,3
2470,7.0,7.5,9,2,16,3
2471,2.8,3.0,4,2,8,2
2472,4.5,4.5,7,3,11,3
2473,3.625,4.0,7,1,11,2
2474,7.166666667,7.5,12,3,16,0
2475,2.6,2.0,5,1,8,2
2476,2.0,1.0,5,1,8,2
2477,7.25,7.0,10,4,16,0
2478,7.166666667,7.0,9,4,16,3
2479,3.2,3.0,4,3,8,2
2480,2.8,3.0,4,1,8,2
2481,3.5,3.5,6,1,11,2
2482,6.333333333,6.5,10,3,16,3
2483,6.833333333,7.0,10,4,16,3
2484,7.333333333,7.5,10,5,16,0
2485,4.0,5.0,5,2,8,2
2486,6.583333333,6.5,9,4,16,3
2487,3.4,3.0,5,2,8,2
2488,3.2,3.0,5,2,8,2
2489,6.583333333,6.5,11,4,16,3
2490,7.083333333,7.0,11,3,16,3
2491,5.916666667,6.0,9,3,16,3
2492,2.2,2.0,3,1,8,2
2493,2.625,2.0,5,1,11,2
2494,6.333333333,6.0,9,4,16,3
2495,2.8,3.0,4,2,8,2
2496,7.416666667,7.5,10,4,15,0
2497,4.0,4.0,4,4,4,2
2498,6.666666667,6.5,12,3,15,3
2499,7.916666667,8.0,10,7,15,0
2500,3.777777778,4.0,7,1,11,2
2501,4.333333333,4.0,8,1,11,3
2502,6.333333333,6.5,9,5,15,3
2503,6.75,7.0,9,5,15,0
2504,4.444444444,5.0,9,1,11,3
2505,2.5,2.5,4,1,4,2
2506,6.666666667,6.5,10,4,15,3
2507,6.583333333,6.0,11,4,15,3
2508,6.5,6.0,9,4,15,3
2509,7.083333333,7.0,10,4,15,0
2510,6.916666667,6.5,10,5,15,0
2511,2.666666667,3.0,3,2,5,2
2512,3.0,3.0,4,2,9,2
2513,6.583333333,6.5,8,4,15,3
2514,6.916666667,8.0,10,3,15,3
2515,6.333333333,6.0,8,5,15,3
2516,7.333333333,7.0,11,5,15,0
2517,1.0,1.0,1,1,4,2
2518,4.444444444,4.0,7,2,11,3
2519,7.916666667,8.0,10,5,15,0
2520,6.833333333,6.5,10,3,15,3
2521,3.666666667,3.0,6,1,11,2
2522,3.444444444,3.0,7,1,11,2
2523,4.0,4.0,6,2,11,2
2524,7.083333333,7.5,10,3,15,3
2525,4.090909091,5.0,7,1,13,3
2526,6.666666667,6.5,9,4,15,3
2527,3.375,2.5,8,1,10,2
2528,7.583333333,7.0,10,6,15,0
2529,2.0,2.0,3,1,4,2
2530,7.916666667,8.0,10,6,15,0
2531,7.166666667,6.5,10,5,15,0
2532,1.333333333,1.0,2,1,5,2
2533,3.333333333,3.0,5,2,5,2
2534,2.714285714,2.0,5,1,9,2
2535,2.333333333,2.0,4,1,5,2
2536,2.571428571,2.0,5,1,9,2
2537,3.333333333,3.0,5,2,5,2
2538,4.142857143,4.0,6,3,9,2
2539,3.333333333,3.0,5,2,5,2
2540,1.666666667,1.0,3,1,5,2
2541,4.125,4.0,6,3,10,2
2542,2.4,2.0,5,1,7,2
2543,2.666666667,3.0,3,1,8,2
2544,6.833333333,7.0,11,4,15,0
2545,7.416666667,7.5,10,4,15,0
2546,6.583333333,7.0,9,4,15,3
2547,3.8,4.0,7,1,12,2
2548,3.7,4.0,6,1,12,2
2549,3.4,3.0,9,1,12,3
2550,6.5,6.5,9,4,15,3
2551,7.75,7.0,11,5,15,0
2552,4.7,5.0,9,1,12,3
2553,3.1,3.5,5,1,12,2
2554,7.333333333,7.5,12,5,15,0
2555,6.666666667,7.0,8,3,15,3
2556,6.833333333,7.5,10,3,15,3
2557,6.416666667,6.0,10,3,15,3
2558,7.25,7.0,10,4,15,0
2559,3.8,4.0,7,1,12,2
2560,6.5,6.0,9,4,15,3
2561,4.181818182,4.0,8,2,13,3
2562,3.454545455,4.0,8,1,13,2
2563,2.6,3.0,3,2,7,2
2564,3.4,3.0,5,2,7,2
2565,7.083333333,7.0,9,5,15,0
2566,3.6,3.0,6,2,7,2
2567,7.083333333,7.0,12,3,15,3
2568,7.0,7.0,10,3,15,3
2569,2.6,2.0,5,2,7,2
2570,3.818181818,4.0,8,1,13,3
2571,7.0,6.5,9,6,15,0
2572,6.416666667,6.5,8,4,15,3
2573,3.4,4.0,5,1,7,2
2574,2.4,2.0,4,1,7,2
2575,6.75,7.0,9,4,15,3
2576,7.0,7.0,10,4,15,3
2577,6.25,6.5,9,3,15,3
2578,3.5,3.0,6,2,6,2
2579,8.166666667,8.0,11,6,15,0
2580,2.5,2.0,5,1,6,2
2581,6.916666667,7.5,8,4,15,3
2582,4.0,4.0,4,4,3,2
2583,4.0,4.0,5,3,4,2
2584,7.333333333,7.0,9,4,15,3
2585,7.0,7.0,9,4,15,3
2586,6.166666667,6.0,9,4,15,3
2587,6.75,6.5,10,4,15,3
2588,1.5,1.5,2,1,4,2
2589,4.0,4.0,5,3,4,2
2590,6.916666667,7.0,9,4,15,3
2591,4.333333333,3.5,7,3,8,2
2592,3.333333333,3.0,6,1,8,2
2593,7.0,7.0,10,3,15,3
2594,3.0,3.0,4,1,8,2
2595,7.083333333,7.0,9,5,15,0
2596,7.583333333,7.5,10,5,15,0
2597,2.75,2.5,4,2,6,2
2598,7.0,7.0,9,5,15,0
2599,1.0,1.0,1,1,3,2
2600,5.0,5.0,5,5,3,3
2601,3.8,4.0,7,1,12,2
2602,2.5,2.0,5,1,6,2
2603,2.75,2.0,5,2,6,2
2604,2.25,2.0,3,2,6,2
2605,2.75,2.5,5,1,6,2
2606,3.909090909,3.0,7,2,13,2
2607,2.75,3.0,4,1,6,2
2608,6.75,7.0,9,4,15,3
2609,7.0,7.0,10,3,15,3
2610,7.75,7.5,11,5,15,0
2611,6.416666667,6.5,9,4,15,3
2612,7.0,7.0,11,2,15,3
2613,7.583333333,9.0,10,3,15,0
2614,7.166666667,7.0,9,6,15,0
2615,1.0,1.0,1,1,3,2
2616,1.0,1.0,1,1,3,2
2617,7.0,7.0,10,6,15,0
2618,6.833333333,7.0,10,4,14,3
2619,4.363636364,4.0,7,1,12,2
2620,6.666666667,6.5,11,4,14,3
2621,7.75,8.0,10,5,14,0
2622,7.666666667,7.5,11,4,14,0
2623,6.916666667,7.0,10,5,14,0
2624,4.666666667,5.0,8,2,13,3
2625,8.0,8.0,12,5,14,0
2626,6.583333333,7.0,10,3,14,3
2627,7.25,7.5,11,5,14,0
2628,7.166666667,7.5,9,4,14,0
2629,4.333333333,4.5,8,1,13,3
2630,7.5,7.5,10,5,14,0
2631,6.666666667,7.0,10,4,14,3
2632,7.333333333,7.5,11,3,14,3
2633,6.916666667,7.0,11,5,14,0
2634,7.25,7.5,9,5,14,0
2635,6.916666667,7.5,9,4,14,0
2636,7.333333333,7.5,9,5,14,0
2637,7.833333333,7.5,11,6,14,0
2638,6.416666667,6.5,11,2,14,3
2639,8.166666667,8.0,11,5,14,0
2640,6.75,7.0,10,3,14,3
2641,6.833333333,8.0,9,2,14,3
2642,4.0,4.0,4,4,2,2
2643,8.0,8.0,8,8,2,0
2644,2.0,2.0,2,2,2,2
2645,1.0,1.0,1,1,2,2
2646,3.0,3.0,3,3,2,2
2647,2.0,2.0,2,2,2,2
2648,7.666666667,8.0,10,5,14,0
2649,4.181818182,4.0,6,2,12,2
2650,7.25,7.0,10,6,14,0
2651,3.0,3.0,4,2,3,2
2652,4.0,4.0,7,1,10,2
2653,7.75,7.0,11,5,14,0
2654,7.0,7.0,11,4,14,0
2655,4.5,4.5,9,2,11,3
2656,6.5,6.5,8,4,14,3
2657,6.666666667,6.0,10,5,14,3
2658,4.571428571,4.0,8,1,8,3
2659,7.916666667,8.0,11,6,14,0
2660,3.714285714,4.0,6,1,8,2
2661,6.666666667,6.0,9,5,14,3
2662,1.666666667,2.0,2,1,4,2
2663,3.333333333,3.0,5,2,4,2
2664,3.333333333,4.0,4,2,4,2
2665,2.333333333,2.0,4,1,4,2
2666,7.0,7.0,9,5,14,0
2667,7.333333333,7.0,10,5,14,0
2668,2.333333333,2.0,3,2,4,2
2669,3.6,3.5,7,1,11,2
2670,4.2,3.5,8,2,11,3
2671,6.5,6.0,10,4,14,3
2672,7.333333333,8.0,12,3,14,0
2673,2.666666667,3.0,4,1,7,2
2674,6.75,7.5,9,2,14,3
2675,6.75,6.5,8,5,14,3
2676,6.5,6.5,9,4,14,3
2677,3.25,3.0,6,1,5,2
2678,2.0,1.5,4,1,5,2
2679,7.25,7.0,10,4,14,0
2680,3.285714286,3.0,7,1,8,2
2681,4.4,4.0,9,2,11,3
2682,2.75,2.5,4,2,5,2
2683,3.0,2.5,5,2,5,2
2684,3.7,3.5,8,1,11,2
2685,2.25,1.5,5,1,5,2
2686,3.0,3.0,5,1,7,2
2687,7.25,7.5,10,5,14,0
2688,7.333333333,7.0,9,5,14,0
2689,3.25,3.0,4,3,5,2
2690,7.333333333,7.0,9,4,14,0
2691,2.0,2.0,3,1,4,2
2692,5.545454545,5.0,10,2,12,3
2693,3.4,4.0,5,2,6,2
2694,3.454545455,3.0,5,1,12,2
2695,3.2,3.0,6,1,6,2
2696,5.0,6.0,8,1,12,3
2697,3.6,4.0,6,1,6,2
2698,2.8,3.0,4,1,6,2
2699,3.8,4.0,6,1,6,2
2700,4.818181818,5.0,9,3,12,3
2701,6.75,7.0,9,3,14,3
2702,4.0,3.0,9,1,10,3
2703,4.777777778,5.0,8,1,10,3
2704,3.888888889,4.0,7,1,10,2
2705,3.0,3.0,4,2,3,2
2706,7.583333333,7.0,10,6,14,0
2707,2.0,2.0,3,1,3,2
2708,4.2,5.0,6,1,6,2
2709,3.2,2.0,6,2,6,2
2710,3.333333333,3.0,6,2,7,2
2711,6.916666667,7.0,9,6,14,0
2712,4.125,4.5,8,1,9,3
2713,6.833333333,7.0,9,5,14,0
2714,7.0,7.0,11,4,14,0
2715,3.375,2.5,7,1,9,2
2716,7.25,7.0,10,5,14,0
2717,6.666666667,7.0,8,4,14,3
2718,2.5,2.5,4,1,3,2
2719,6.833333333,7.0,10,4,14,3
2720,3.875,3.5,7,1,9,2
2721,4.2,3.5,8,2,11,3
2722,7.916666667,7.5,10,6,13,0
2723,4.0,4.0,7,2,10,2
2724,4.0,3.0,7,3,5,2
2725,3.2,2.0,7,1,5,2
2726,7.166666667,7.5,10,5,13,0
2727,8.083333333,8.5,11,5,13,0
2728,7.25,7.0,9,6,13,0
2729,3.9,3.5,7,1,10,2
2730,8.166666667,8.0,10,5,13,0
2731,5.0,5.5,7,2,6,3
2732,3.333333333,2.5,7,1,6,2
2733,7.166666667,7.0,10,5,13,0
2734,4.333333333,4.5,6,2,6,2
2735,4.8,4.0,10,1,10,3
2736,3.8,3.0,6,2,5,2
2737,4.6,4.0,10,2,10,3
2738,6.583333333,6.5,10,4,13,3
2739,7.083333333,7.0,10,4,13,0
2740,8.083333333,8.0,10,7,13,0
2741,6.833333333,6.0,10,5,13,0
2742,4.5,5.0,6,1,8,2
2743,7.083333333,7.5,10,3,13,3
2744,7.416666667,7.0,10,5,13,0
2745,4.0,4.0,6,2,9,2
2746,2.875,3.0,5,1,8,2
2747,6.666666667,7.0,10,4,13,3
2748,7.166666667,7.0,11,4,13,0
2749,4.0,4.0,7,2,9,2
2750,4.0,4.0,7,1,9,2
2751,3.111111111,3.0,7,1,9,2
2752,4.111111111,4.0,8,1,9,3
2753,7.833333333,7.5,10,6,13,0
2754,4.333333333,4.0,9,1,9,3
2755,3.833333333,4.0,7,1,12,2
2756,8.25,8.5,12,6,13,0
2757,4.666666667,4.5,8,1,12,3
2758,7.583333333,7.5,11,5,13,0
2759,7.166666667,7.5,9,4,13,0
2760,7.083333333,7.5,10,4,13,0
2761,7.75,8.0,11,4,13,0
2762,7.333333333,7.0,10,4,13,0
2763,7.333333333,7.0,9,6,13,0
2764,7.333333333,7.0,11,4,13,0
2765,8.75,9.0,12,4,13,0
2766,3.428571429,4.0,6,1,7,2
2767,3.285714286,4.0,5,1,7,2
2768,8.083333333,8.0,11,5,13,0
2769,7.25,7.0,10,4,13,0
2770,4.25,4.0,7,2,12,2
2771,4.5,4.5,7,1,12,3
2772,4.666666667,5.0,9,1,12,3
2773,7.083333333,7.0,9,5,13,0
2774,7.083333333,7.0,10,5,13,0
2775,4.181818182,4.0,8,1,11,3
2776,8.0,8.0,10,5,13,0
2777,4.4,5.0,7,1,5,3
2778,5.333333333,6.0,8,2,3,3
2779,6.833333333,6.5,9,5,13,0
2780,7.5,7.5,14,3,13,0
2781,7.333333333,7.5,10,4,13,0
2782,7.083333333,7.0,9,5,13,0
2783,7.166666667,7.5,10,4,13,0
2784,7.416666667,7.5,10,4,13,0
2785,3.25,3.0,6,1,4,2
2786,3.0,3.0,4,2,4,2
2787,2.5,2.5,4,1,4,2
2788,3.0,2.5,5,2,4,2
2789,3.75,3.5,5,3,4,2
2790,7.083333333,7.0,10,5,13,0
2791,7.166666667,7.0,10,5,13,0
2792,1.0,1.0,1,1,1,2
2793,2.0,2.0,2,2,1,2
2794,1.0,1.0,1,1,1,2
2795,8.333333333,8.0,11,6,13,0
2796,5.4,5.0,10,2,5,3
2797,7.833333333,8.0,10,4,13,0
2798,3.0,3.0,3,3,3,2
2799,4.0,4.0,7,1,11,2
2800,4.5,4.5,5,4,2,2
2801,2.5,2.5,4,1,2,2
2802,2.5,2.5,4,1,2,2
2803,2.0,2.0,3,1,2,2
2804,4.0,4.0,5,3,2,2
2805,6.5,6.5,9,4,13,3
2806,7.333333333,7.0,10,5,13,0
2807,4.727272727,4.0,7,3,11,3
2808,5.090909091,5.0,8,3,11,3
2809,3.0,3.0,4,2,3,2
2810,3.545454545,3.0,7,1,11,2
2811,7.25,8.0,9,5,13,0
2812,8.166666667,8.5,12,3,13,0
2813,2.666666667,3.0,4,1,3,2
2814,7.25,7.0,11,4,13,0
2815,6.666666667,6.5,9,2,13,3
2816,4.2,3.0,9,1,4,3
2817,4.285714286,4.0,8,1,6,3
